year,dispnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude
1984,3046,Persian Gulf,Persian Gulf,51.6834,26.7505
1984,3048,Persian Gulf,Persian Gulf,51.6834,26.7505
1984,3049,Persian Gulf,Persian Gulf,51.6834,26.7505
1984,3050,Indonesia-Papua New Guinea Border,Midpoint of shared (national) border,141.006,-5.95494
1984,3051,Egypt-Libya-Sudan Border,"Intersection of Egypt, Libya, and Sudan borders",25.0014,21.9997
1984,3052,Persian Gulf,Persian Gulf,51.6834,26.7505
1984,3053,Persian Gulf,Persian Gulf,51.6834,26.7505
1984,3541,Persian Gulf,Persian Gulf,51.6834,26.7505
1984,3617,Saudi Arabia Territorial Waters (Persian Gulf),Midpoint of shortest distance between two discontiguous waters,50.3189,26.2558
1984,3639,China-Vietnam Border,Midpoint of shared (national) border,105.201,23.2844
1985,2075,"Ogaden, Ethiopia","Ogaden, Ethiopia",42.7994,9.35067
1985,2102,India (Tawang [ADM2]),Centroid of ADM2,91.9183,27.6557
1985,2232,"Berlin, Germany","Berlin, Germany",13.405,52.52
1985,2352,El Salvador-Honduras Border,Midpoint of shared (national) border,-88.3707,13.8792
1985,2540,Libya-Tunisa Border (Territorial Waters),Midpoint of shared (territorial water) border,11.6127,33.2617
1985,2543,Irish Sea,Irish Sea,-4.46584,53.8277
1985,2544,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2545,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2546,Costa Rica-Nicaragua Border,Midpoint of shared (national) border,-84.6307,11.0617
1985,2547,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2548,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2549,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2550,"Huksan, South Korea","Huksan, South Korea",126.958,35.9483
1985,2551,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2552,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2553,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2554,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2555,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2557,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2559,Czechoslovakia-West Germany Border,Midpoint of shared (national) border,12.7928,49.3429
1985,2560,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2563,"Tunis, Tunisia","Tunis, Tunisia",10.1815,36.8065
1985,2583,Burkina Faso-Mali Border,Midpoint of shared (national) border,-3.43388,13.269
1985,2584,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2585,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,2643,Siachen Glacier,Siachen Glacier,77.0439,35.4639
1985,3029,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,3030,"Gaborone, Botswana","Gaborone, Botswana",25.9231,-24.6282
1985,3033,Persian Gulf,Persian Gulf,51.6834,26.7505
1985,3443,"Beirut, Lebanon","Beirut, Lebanon",35.5018,33.8938
1985,3618,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
1985,3620,Egypt-Libya Border,Midpoint of shared (national) border,25.0003,26.9777
1985,3621,Philippines,Centroid of ADM0,122.879,11.7418
1985,3622,China-Vietnam Border,Midpoint of shared (national) border,105.201,23.2844
1985,3625,Kuwait Territorial Waters,Centroid of territorial waters,48.4159,29.1968
1986,2178,"Nicosia, Cyprus","Nicosia, Cyprus",33.3823,35.1856
1986,2179,Aegean Sea,Aegean Sea,25.2686,39.0192
1986,2198,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539
1986,2233,Black Sea,Black Sea,34.2993,43.413
1986,2315,Yellow Sea,Yellow Sea,123.796,35.4943
1986,2353,Honduras-Nicaragua Border,Midpoint of shared (national) border,-85.4934,14.082
1986,2354,Dominican Republic-Haiti Border,Midpoint of shared (national) border,-71.7183,18.7414
1986,2565,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2566,Iran (Kordestan [ADM1]),Centroid of ADM1,46.9615,35.7181
1986,2568,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2570,"Harare, Zimbabwe","Harare, Zimbabwe",31.0335,-17.8252
1986,2571,"Lusaka, Zambia","Lusaka, Zambia",28.3228,-15.3875
1986,2572,"Fashtal, Iran","Fashtal, Iran",49.8279,37.1393
1986,2573,Costa Rica-Nicaragua Border,Midpoint of shared (national) border,-84.6307,11.0617
1986,2574,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2575,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2578,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2579,Burdwood Bank,Burdwood Bank,-59,-54.25
1986,2580,"Gaborone, Botswana","Gaborone, Botswana",25.9231,-24.6282
1986,2588,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2591,Cyprus Territorial Waters,Southernmost point of territorial waters,33.0247,34.3614
1986,2593,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2594,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2595,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2596,Persian Gulf,Persian Gulf,51.6834,26.7505
1986,2597,Czechoslovakia-West Germany Border,Midpoint of shared (national) border,12.7928,49.3429
1986,2598,Gibraltar,Gibraltar,-5.35358,36.1408
1986,2599,"Mababane, Swaziland","Mababane, Swaziland",31.1367,-26.3054
1986,2601,"Istanbul, Turkey","Istanbul, Turkey",28.9784,41.0082
1986,2644,Kashmir (Line of Control),Midpoint of Line of Control,74.4843,34.7874
1986,2718,Amur River,Midpoint of river,132.169,47.6919
1986,2803,Sudan (Eastern [> ADM1]),Centroid of > ADM1,34.0495,14.1504
1986,3626,Bangladesh-India (Tripura [ADM1]) Border,Midpoint of shared (subnational) border,91.3137,23.3583
1986,3628,China-Vietnam Border,Midpoint of shared (national) border,105.201,23.2844
1986,3629,Burkina Faso-Mali Border,Midpoint of shared (national) border,-3.43388,13.269
1986,3635,Chad-Libya Border,Midpoint of shared (national) border,19.4983,20.581
1986,3637,Mediterranean Sea,Mediterranean Sea,18.048,34.5531
1987,2245,Ethiopia-Somalia Border,Midpoint of shared (national) border,47.6729,7.70284
1987,2734,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2735,"Barra del Colorado, Costa Rica","Barra del Colorado, Costa Rica",-83.7199,10.6918
1987,2736,Dominican Republic-Haiti Border,Midpoint of shared (national) border,-71.7183,18.7414
1987,2737,"Grand Banks, Newfoundland","Grand Banks, Newfoundland",-50,45
1987,2738,Sweden Territorial Waters,Centroid of mainland territorial waters,17.3734,57.276
1987,2739,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2740,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2741,"Panama City, Panama","Panama City, Panama",-79.5199,8.98238
1987,2742,"Havana, Cuba","Havana, Cuba",-82.3666,23.1136
1987,2776,Laos (Xaignabouri [ADM1]),Centroid of ADM1,101.346,18.9406
1987,2777,Myanmar Territorial Waters,Centroid of mainland territorial waters,95.5929,15.1422
1987,2778,Palk Strait,Palk Strait,79.2,8.50893
1987,2779,Bangladesh-India (Tripura [ADM1]) Border,Midpoint of shared (subnational) border,91.3137,23.3583
1987,2780,Spratly Islands,Spratly Islands,111.917,8.63333
1987,2782,Taiwan Strait,Taiwan Strait,119.698,24.6581
1987,2783,Oman-South Yemen Border,Midpoint of shared (national) border,52.5582,17.8217
1987,2784,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2785,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2786,Iraq-Syria Border,Midpoint of shared (national) border,41.2236,34.8775
1987,2788,Iraq-Turkey Border,Midpoint of shared (national) border,43.7267,37.2257
1987,2789,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2790,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2791,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2792,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2793,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2794,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2796,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2797,Kuwait,Centroid of ADM0,47.5909,29.3408
1987,2798,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2799,Iran-Turkey Border,Midpoint of shared (national) border,44.3185,38.5819
1987,2800,Mozambique-South Africa Border,Point along shared noncontiguous border nearest midpoint of contiguous border including neighbors,31.7482,-23.8098
1987,2801,"Lourenco Marques, Mozambique","Lourenco Marques, Mozambique",32.6051,-25.892
1987,2802,Ethiopia-Sudan Border,Midpoint of shared (national) border,34.8118,10.7249
1987,2804,Kenya-Uganda Border,Midpoint of shared (national) border,34.9566,1.58421
1987,2805,Uganda (Northwest [> ADM1]),Centroid of > ADM1,31.659,2.40119
1987,2806,Congo (Mindouli [ADM2]),Centroid of ADM2,14.3532,-4.19671
1987,2807,Nigeria (Borno [ADM1]),Centroid of ADM1,13.1764,11.8943
1987,2808,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2809,"Laayoune, Western Sahara","Laayoune, Western Sahara",-13.1625,27.1253
1987,2810,Botswana-South Africa Border,Midpoint of shared (national) border,20.6702,-25.5372
1987,2811,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2812,Gulf of Venezuela,Gulf of Venezuela,-70.9071,11.339
1987,2815,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2816,Bay of Gdansk,Bay of Gdansk,19.0852,54.5995
1987,2817,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2818,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2819,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2820,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2821,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2822,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2823,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2824,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2825,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2826,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2827,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2828,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2832,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,2833,Persian Gulf,Persian Gulf,51.6834,26.7505
1987,3638,China-Vietnam Border,Midpoint of shared (national) border,105.201,23.2844
1988,2745,Indonesia-Papua New Guinea Border,Midpoint of shared (national) border,141.006,-5.95494
1988,2746,Spratly Islands,Spratly Islands,111.917,8.63333
1988,2747,Myanmar Territorial Waters,Centroid of mainland territorial waters,95.5929,15.1422
1988,2748,Papua New Guinea Territorial Waters,Centroid of mainland territorial waters,148.537,-10.2925
1988,2749,Spratly Islands,Spratly Islands,111.917,8.63333
1988,2750,Taiwan Strait,Taiwan Strait,119.698,24.6581
1988,2751,Persian Gulf,Persian Gulf,51.6834,26.7505
1988,2752,Mubarras Island,Mubarras Island,53.3056,24.5779
1988,2753,"Mababane, Swaziland","Mababane, Swaziland",31.1367,-26.3054
1988,2754,"Gaborone, Botswana","Gaborone, Botswana",25.9231,-24.6282
1988,2755,"Harare, Zimbabwe","Harare, Zimbabwe",31.0335,-17.8252
1988,2757,"Khartoum, Sudan","Khartoum, Sudan",32.5599,15.5007
1988,2758,"Larak Island, Iran","Larak Island, Iran",56.3712,26.8483
1988,2759,Persian Gulf,Persian Gulf,51.6834,26.7505
1988,2760,Cyprus-Northern Cyprus Border,Midpoint of shared (national) border,33.4695,35.1045
1988,2762,Persian Gulf,Persian Gulf,51.6834,26.7505
1988,2763,Persian Gulf,Persian Gulf,51.6834,26.7505
1988,2764,"Larak Island, Iran","Larak Island, Iran",56.3712,26.8483
1988,2765,Persian Gulf,Persian Gulf,51.6834,26.7505
1988,2767,Persian Gulf,Persian Gulf,51.6834,26.7505
1988,2768,Colombia-Venezuela Border,Midpoint of shared (national) border,-69.9777,6.80034
1988,2769,Persian Gulf,Persian Gulf,51.6834,26.7505
1988,2770,Costa Rica-Nicaragua Border,Midpoint of shared (national) border,-84.6307,11.0617
1988,2771,Honduras-Nicaragua Border,Midpoint of shared (national) border,-85.4934,14.082
1988,2772,Persian Gulf,Persian Gulf,51.6834,26.7505
1988,2773,"Grand Banks, Newfoundland","Grand Banks, Newfoundland",-50,45
1988,2774,Persian Gulf,Persian Gulf,51.6834,26.7505
1988,2775,Gulf of Sidra,Gulf of Sidra,18,31.5
1989,3900,Canada,Centroid of ADM0,-98.2653,61.392
1989,3901,"Panama City, Panama","Panama City, Panama",-79.5199,8.98238
1989,3904,El Salvador-Honduras Border,Midpoint of shared (national) border,-88.3707,13.8792
1989,3905,Honduras-Nicaragua Border,Midpoint of shared (national) border,-85.4934,14.082
1989,3906,Comoros,Centroid of ADM0,43.6759,-11.8928
1989,3907,Lebanon Exclusive Economic Zone,Midpoint of distant EEZ waters,34.398,34.088
1989,3908,Lebanon Exclusive Economic Zone,Midpoint of distant EEZ waters,34.398,34.088
1989,3909,Thermaikos Kolpos,Thermaikos Kolpos,23.025,40.2893
1989,3910,Mali-Senegal Border,Midpoint of shared (national) border,-11.9227,13.4753
1989,3911,Kenya-Uganda Border,Midpoint of shared (national) border,34.9566,1.58421
1989,3912,Sudan-Uganda Border,Midpoint of shared (national) border,32.314,3.68445
1989,3913,Kenya-Somalia Border,Midpoint of shared (national) border,40.9886,1.22132
1989,3914,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638
1989,3915,Cyprus,Centroid of ADM0,33.2218,35.0459
1989,3916,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695
1989,3917,Sea of Japan,Sea of Japan,135,38.8488
1989,3919,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
1989,3920,Cambodia-Thailand Border,Midpoint of shared (national) border,102.81,13.9557
1989,3921,Shatt al-Arab,Midpoint of river,48.0287,30.4622
1989,3922,Syria-Turkey Border,Midpoint of shared (national) border,38.6869,36.7241
1989,3953,Mali-Senegal Border,Midpoint of shared (national) border,-11.9227,13.4753
1990,3950,Gulf of Mexico,Gulf of Mexico,-90.0659,25.3043
1990,3951,Arabian Gulf,Arabian Gulf,51.6834,26.7505
1990,3952,Guinea Bissau-Senegal Border,Midpoint of shared (national) border,-15.2665,12.6561
1990,3954,Ivory Coast-Liberia Border,Midpoint of shared (national) border,-7.80414,6.12613
1990,3955,Luapula River,Midpoint of river,28.387,-11.5838
1990,3956,,,,
1990,3957,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809
1990,3958,Gulf of Aqaba,Gulf of Aqaba,34.7299,28.6929
1990,3959,Kashmir (Line of Control),Midpoint of Line of Control,74.4843,34.7874
1990,3960,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
1990,3961,Indonesia-Papua New Guinea Border,Midpoint of shared (national) border,141.006,-5.95494
1991,3970,Egypt-Sudan Border,Midpoint of shared (national) border,31.1415,21.9984
1991,3971,Persian Gulf,Persian Gulf,51.6834,26.7505
1991,3972,Canada (British Colombia [ADM1])-United States (Alaska) Border (Territorial Waters),Midpoint of shortest distance between territorial waters,-132.898,54.4666
1991,3973,Persian Gulf,Persian Gulf,51.6834,26.7505
1991,3974,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809
1991,3975,DRC,Centroid of ADM0,23.655,-2.87624
1991,3976,Austria-Yugoslavia Border,Midpoint of shared (national) border,14.911,46.6223
1991,3977,Hungary-Yugoslavia Border,Midpoint of shared (national) border,18.0074,45.7869
1991,3978,Liberia (Lofa [ADM1]),Centroid of ADM1,-9.86518,7.978
1991,3979,Sudan-Uganda Border,Midpoint of shared (national) border,32.314,3.68445
1991,3980,Iraq-Turkey Border,Midpoint of shared (national) border,43.7267,37.2257
1991,3981,Iraq (Western [> ADM1]),Centroid of > ADM1,42.084,33.2144
1991,3982,Kuwait (Al Jahrah [ADM1]),Centroid of ADM1,47.4772,29.551
1991,3983,"Taipei, Taiwan","Taipei, Taiwan",121.565,25.033
1991,3984,North Korea-South Korea Border,Midpoint of shared (national) border,127.507,38.3093
1991,3985,Kashmir (Line of Control),Midpoint of Line of Control,74.4843,34.7874
1991,3986,Bangladesh-Myanmar Border,Midpoint of shared (national) border,92.5799,21.2779
1991,3987,Ecuador-Peru Border,Midpoint of shared (national) border,-78.1798,-3.41804
1991,3988,Gulf of Fonseca,Gulf of Fonseca,-87.5791,13.2088
1992,3550,Peru (Northwest [> ADM1]),Centroid of > ADM1,-77.9866,-7.11898
1992,3551,Yugoslavia Territorial Waters,Centroid of territorial waters,18.9136,42.0486
1992,3552,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,45.0445,30.8339
1992,3555,Bosnia-Croatia Border,Midpoint of shared (national) border,15.9539,45.2248
1992,3556,Bosnia (Central [> ADM1]),Centroid of > ADM1,17.9537,44.0641
1992,3557,Bosnia-Yugoslavia Border,Midpoint of shared (national) border,19.5079,43.7075
1992,3558,Moldova-Ukraine Border,Midpoint of shared (national) border,29.5903,47.0142
1992,3559,"Sevastopol, Ukraine","Sevastopol, Ukraine",33.5254,44.6166
1992,3560,Estonia (Ida-Viru [ADM1])-Russia Border,Midpoint of shared (subnational) border,28.1176,59.2973
1992,3561,Georgia (Abkhazia [ADM1]),Centroid of ADM1,41.1815,43.1038
1992,3564,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003
1992,3565,"Sao Domengis, Guinea Bissau","Sao Domengis, Guinea Bissau",-16.1963,12.4101
1992,3566,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638
1992,3567,"Abu Musa Island, Iran","Abu Musa Island, Iran",55.0328,25.8797
1992,3568,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809
1992,3569,Qatar-Saudi Arabia Border,Midpoint of shared (national) border,51.0141,24.5707
1992,3570,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539
1992,3572,Indonesia-Papua New Guinea Border,Midpoint of shared (national) border,141.006,-5.95494
1992,3573,Malaysia-Singapore Border (Territorial Waters),Midpoint of shared (territorial water) border,103.839,1.47088
1992,3574,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
1993,4007,India (Jammu and Kashmir [ADM1])-Pakistan (Azad Kashmir [ADM1]) Border,Midpoint of shared (subnational) border,73.9277,34.1529
1993,4010,"Nahuaterique, Honduras","Nahuaterique, Honduras",-88.1495,14.0515
1993,4014,"Melchor de Mencos, Guatemala","Melchor de Mencos, Guatemala",-89.1563,17.0581
1993,4016,Haiti Territorial Waters,Centroid of territorial waters,-73.2248,18.1112
1993,4018,Yalu River,Midpoint of river,126.547,41.5034
1993,4021,Northern Limit Line (in Yellow Sea; Maritime DMZ Border),Midpoint of Northern Limit Line,125.143,37.1824
1993,4022,North Korea (between Pyongyang and DMZ),Midpoint of shortest line between Pyongyang and South Korea Border,126.081,38.4285
1993,4029,Gulf of Tonkin,Gulf of Tonkin,107.75,19.75
1993,4032,"Kinshasa, DRC","Kinshasa, DRC",15.2663,-4.44193
1993,4038,Cyprus,Centroid of ADM0,33.2218,35.0459
1993,4039,"Nicosia, Cyprus","Nicosia, Cyprus",33.3823,35.1856
1993,4042,Japan-Russia Border (Territorial Waters),Midpoint of shared (territorial water) border,142.007,45.7095
1993,4043,Albania-Yugoslavia (Kosovo [> ADM1]) Border,Midpoint of shared (subnational) border,20.4416,42.2725
1993,4048,Adriatic Sea,Adriatic Sea,17.2903,41.8551
1993,4051,Dniestr River,Midpoint of river,27.2579,48.5781
1993,4052,China Exclusive Economic Zone,Midpoint of distant EEZ waters,119.036,24.0438
1993,4054,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037
1993,4058,"Strezimir, Macedonia","Strezimir, Macedonia",20.6191,41.8065
1993,4066,Ghana-Togo Border,Midpoint of shared (national) border,0.393728,8.72793
1993,4067,Lake Chad,Lake Chad,14.449,13.1079
1993,4069,Congo-DRC Border,Midpoint of shared (national) border,16.2501,-2.10784
1993,4072,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531
1993,4073,"Port Sudan, Sudan","Port Sudan, Sudan",37.1902,19.5903
1993,4075,"Shortland Island, Western, Solomon Islands","Shortland Island, Western, Solomon Islands",155.737,-7.04522
1993,4085,Ivory Coast-Liberia Border,Midpoint of shared (national) border,-7.80414,6.12613
1993,4106,Sea of Okhotsk,Sea of Okhotsk,149.366,52.8736
1993,4182,"Yaroun, Lebanon","Yaroun, Lebanon",35.4235,33.0801
1993,4224,Macedonia,Centroid of ADM0,21.6975,41.5997
1993,4286,"Khartoum, Sudan","Khartoum, Sudan",32.5599,15.5007
1993,4299,"Baghdad, Iraq","Baghdad, Iraq",44.3615,33.3128
1993,4308,"Tahoua, Chad","Tahoua, Chad",15.3422,10.8461
1993,4340,Croatia (Osjecko-Baranjska [ADM1] and Vukovarsko-Srijemska [ADM1])-Yugoslavia Border,Midpoint of shared (subnational) border,19.0426,45.3548
1993,4341,Bosnia (Federation of Bosnia-Herzegovina [ADM1]),Centroid of ADM1,17.5197,44.1153
1994,4001,"Poipet, Cambodia","Poipet, Cambodia",102.581,13.6579
1994,4024,Taiping Island,Taiping Island,114.365,10.3778
1994,4030,Spratly Islands,Spratly Islands,111.917,8.63333
1994,4035,Pescadore Islands,Pescadore Islands,119.579,23.5712
1994,4040,"Ankara, Turkey","Ankara, Turkey",32.8597,39.9334
1994,4041,Albania (Girokastres [ADM2]),Centroid of ADM2,20.198,40.0662
1994,4046,Macedonia-Yugoslavia Border,Midpoint of shared (national) border,21.3918,42.2201
1994,4050,"Odessa, Ukraine","Odessa, Ukraine",30.7233,46.4825
1994,4055,Afghanistan (Badakhshan [ADM1] and Takhar [ADM1]),Centroid of > ADM1,71.0903,36.9608
1994,4065,"Liaodong Peninsula, Liaodong, China","Liaodong Peninsula, Liaodong, China",122.968,39.9829
1994,4071,"Iema, Angola","Iema, Angola",12.2833,-5.73333
1994,4078,Uganda (Northern [> ADM1]),Centroid of > ADM1,32.9407,2.81584
1994,4079,"Abderafi, Ethiopia","Abderafi, Ethiopia",36.4716,13.6981
1994,4081,Eritrea-Sudan Border,Midpoint of shared (national) border,36.9388,16.677
1994,4094,Cyprus,Centroid of ADM0,33.2218,35.0459
1994,4103,"Riga, Latvia","Riga, Latvia",24.1052,56.9496
1994,4104,Amur River,Midpoint of river,132.169,47.6919
1994,4113,Iraq (Abu Ghraib [ADM2]),Centroid of ADM2,44.0791,33.2228
1994,4114,Saudi Arabia-Yemen Border,Midpoint of shared (national) border,46.7261,16.0449
1994,4116,Ghana-Togo Border,Midpoint of shared (national) border,0.393728,8.72793
1994,4119,Bakassi Peninsula (Cameroon-Nigeria Border),Midpoint of shared (territorial water) border,8.41024,4.53735
1994,4145,Costa Rica-Nicaragua Border (Territorial Waters),Midpoint of Caribbean territorial waters border,-83.5623,10.9627
1994,4162,Lesotho-South Africa (Transkei [> ADM1]) Border,Midpoint of shared (subnational) border,27.3848,-30.3378
1994,4164,"Aouzou, Chad","Aouzou, Chad",17.4307,21.8163
1994,4169,Mozambique-Swaziland Border,Midpoint of shared (national) border,32.0705,-26.3725
1994,4219,"Arauca, Colombia","Arauca, Colombia",-70.7105,7.07617
1994,4237,Lesotho-South Africa (Transkei [> ADM1]) Border,Midpoint of shared (subnational) border,27.3848,-30.3378
1994,4269,Kuwait (Al Jahrah [ADM1]),Centroid of ADM1,47.4772,29.551
1994,4285,Stepanakert,Stepanakert,46.7656,39.8265
1994,4287,"Khartoum, Sudan","Khartoum, Sudan",32.5599,15.5007
1994,4307,"Kasumbalesa, DRC","Kasumbalesa, DRC",27.8018,-12.2516
1994,4331,Taiping Island,Taiping Island,114.365,10.3778
1994,4332,Hungary-Yugoslavia Border,Midpoint of shared (national) border,19.5106,46.1303
1994,4333,Bosnia (Federation of Bosnia-Herzegovina [ADM1] and Republka Srpska [ADM1]),Centroid of > ADM1,17.7792,44.1689
1995,4002,"Kawmoora, Myanmar","Kawmoora, Myanmar",98.5153,16.7963
1995,4008,Gulf of Thailand,Gulf of Thailand,101.343,9.71212
1995,4009,Colombia-Venezuela Border,Midpoint of shared (national) border,-69.9777,6.80034
1995,4011,Honduras-Nicaragua Border (Territorial Waters),Midpoint of shared (territorial water) border,-87.7657,13.0918
1995,4012,Honduras-Nicaragua Border (Territorial Waters),Midpoint of shared (territorial water) border,-87.7657,13.0918
1995,4013,Cordillera del Condor,Cordillera del Condor,-78.5,-4
1995,4015,"Monte de Olivos, Guatemala","Monte de Olivos, Guatemala",-90.5848,14.548
1995,4019,Yellow Sea,Yellow Sea,123.796,35.4943
1995,4020,Taiwan Strait,Taiwan Strait,119.698,24.6581
1995,4027,Nanshan Island,Nanshan Island,115.802,10.7355
1995,4031,"Grand Banks, Atlantic Ocean","Grand Banks, Atlantic Ocean",-50,45
1995,4045,"Pristina, Kosovo","Pristina, Kosovo",21.1655,42.6629
1995,4060,Gulf of Paria,Taiping Island,114.365,10.3778
1995,4061,Senkaku Islands,Senkaku Islands,123.583,25.8333
1995,4064,"Nanjing, China","Nanjing, China",118.797,32.0603
1995,4068,Lake Chad,Lake Chad,14.449,13.1079
1995,4082,"Moulhoule, Djibouti","Moulhoule, Djibouti",43.1953,12.5914
1995,4083,Uganda (Mbale [ADM1]),Centroid of ADM1,34.2966,0.969226
1995,4084,Kenya-Uganda Border,Midpoint of shared (national) border,34.9566,1.58421
1995,4092,Lesbos,Lesbos,26.2777,39.2645
1995,4100,Danube River,Midpoint of river,20.3259,45.0941
1995,4101,Croatia (East Slavonia [> ADM1])-Hungary Border,Midpoint of shared (subnational) border,17.8547,45.7773
1995,4102,"Hercegsz?nt?, Hungary","Hercegsz?nt?, Hungary",18.9389,45.9482
1995,4105,"Vilnius, Lithuania","Vilnius, Lithuania",25.2797,54.6872
1995,4118,Burundi-Tanzania Border,Midpoint of shared (national) border,30.5862,-3.46342
1995,4121,Hanish Islands,Hanish Islands,42.75,13.75
1995,4134,Halaib Triangle,Halaib Triangle,35.7195,22.502
1995,4143,Cordillera del Condor,Cordillera del Condor,-78.5,-4
1995,4146,Costa Rica-Nicaragua Border,Midpoint of shared (national) border,-84.6307,11.0617
1995,4158,Iraq (Northern [> ADM1]),Centroid of > ADM1,43.1377,36.0851
1995,4159,Afghanistan-Iran Border,Midpoint of shared (national) border,60.7024,32.6938
1995,4165,Bakassi Peninsula (Cameroon-Nigeria Border),Midpoint of shared (territorial water) border,8.41024,4.53735
1995,4168,"Tsiaki, Congo","Tsiaki, Congo",13.8651,-3.71617
1995,4293,Qatar-Saudi Arabia Border,Midpoint of shared (national) border,51.0141,24.5707
1995,4318,Armenia (Tavush [ADM1])-Azerbaijan Border,Midpoint of shared (subnational) border,45.1849,41.0742
1996,4003,Doi Lang,Doi Lang,99.2603,20.1131
1996,4004,Cambodia (Svay Reing [ADM1]),Centroid of ADM1,105.861,11.1569
1996,4005,"Belonia, India","Belonia, India",91.4676,23.2505
1996,4006,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152
1996,4026,Senkaku Islands,Senkaku Islands,123.583,25.8333
1996,4028,Pag-Asa Islands,Pag-Asa Islands,114.285,11.0533
1996,4062,Senkaku Islands,Senkaku Islands,123.583,25.8333
1996,4063,Natuna Islands,Natuna Islands,108.25,4
1996,4076,Solomon Islands Territorial Waters,Centroid of largest territorial waters,159.001,-9.4848
1996,4086,"Almaty, Kazakhstan","Almaty, Kazakhstan",76.8512,43.222
1996,4095,Cyprus-Northern Cyprus Border,Midpoint of shared (national) border,33.4695,35.1045
